"TIME","GEO","SEX","INDIC_EM","Value"
"2006","Switzerland","Total","Youth unemployment ratio 15-24","5.3"
"2006","Switzerland","Males","Total population","3 039.0"
"2006","Switzerland","Males","Population (15 to 64 years)","2 543.2"
"2006","Switzerland","Males","Active population",":"
"2006","Switzerland","Males","Growth of active population","1.2"
"2006","Switzerland","Males","Activity rate (15 to 64 years)","87.8"
"2006","Switzerland","Males","Activity rate (15 to 24 years)","70.2"
"2006","Switzerland","Males","Activity rate (20 to 64 years)","90.7"
"2006","Switzerland","Males","Activity rate (25 to 54 years)","95.5"
"2006","Switzerland","Males","Activity rate (55 to 64 years)","77.1"
"2006","Switzerland","Males","Youth unemployment ratio 15-24","5.6"
"2006","Switzerland","Females","Total population","3 226.6"
"2006","Switzerland","Females","Population (15 to 64 years)","2 529.9"
"2006","Switzerland","Females","Active population",":"
"2006","Switzerland","Females","Growth of active population","1.3"
"2006","Switzerland","Females","Activity rate (15 to 64 years)","74.7"
"2006","Switzerland","Females","Activity rate (15 to 24 years)","67.0"
"2006","Switzerland","Females","Activity rate (20 to 64 years)","76.7"
"2006","Switzerland","Females","Activity rate (25 to 54 years)","81.2"
"2006","Switzerland","Females","Activity rate (55 to 64 years)","58.6"
"2006","Switzerland","Females","Youth unemployment ratio 15-24","5.0"
"2006","Former Yugoslav Republic of Macedonia, the","Total","Total population","2 037.8"
"2006","Former Yugoslav Republic of Macedonia, the","Total","Population (15 to 64 years)","1 420.6"
"2006","Former Yugoslav Republic of Macedonia, the","Total","Active population",":"
"2006","Former Yugoslav Republic of Macedonia, the","Total","Growth of active population",":"
"2006","Former Yugoslav Republic of Macedonia, the","Total","Activity rate (15 to 64 years)","62.2"
"2006","Former Yugoslav Republic of Macedonia, the","Total","Activity rate (15 to 24 years)","35.8"
"2006","Former Yugoslav Republic of Macedonia, the","Total","Activity rate (20 to 64 years)","68.0"
"2006","Former Yugoslav Republic of Macedonia, the","Total","Activity rate (25 to 54 years)","77.3"
"2006","Former Yugoslav Republic of Macedonia, the","Total","Activity rate (55 to 64 years)","39.0"
"2006","Former Yugoslav Republic of Macedonia, the","Total","Youth unemployment ratio 15-24","21.4"
"2006","Former Yugoslav Republic of Macedonia, the","Males","Total population","1 020.2"
"2006","Former Yugoslav Republic of Macedonia, the","Males","Population (15 to 64 years)","718.2"
"2006","Former Yugoslav Republic of Macedonia, the","Males","Active population",":"
"2006","Former Yugoslav Republic of Macedonia, the","Males","Growth of active population",":"
"2006","Former Yugoslav Republic of Macedonia, the","Males","Activity rate (15 to 64 years)","75.0"
"2006","Former Yugoslav Republic of Macedonia, the","Males","Activity rate (15 to 24 years)","42.0"
"2006","Former Yugoslav Republic of Macedonia, the","Males","Activity rate (20 to 64 years)","82.1"
"2006","Former Yugoslav Republic of Macedonia, the","Males","Activity rate (25 to 54 years)","91.1"
"2006","Former Yugoslav Republic of Macedonia, the","Males","Activity rate (55 to 64 years)","56.9"
"2006","Former Yugoslav Republic of Macedonia, the","Males","Youth unemployment ratio 15-24","24.7"
"2006","Former Yugoslav Republic of Macedonia, the","Females","Total population","1 017.6"
"2006","Former Yugoslav Republic of Macedonia, the","Females","Population (15 to 64 years)","702.4"
"2006","Former Yugoslav Republic of Macedonia, the","Females","Active population",":"
"2006","Former Yugoslav Republic of Macedonia, the","Females","Growth of active population",":"
"2006","Former Yugoslav Republic of Macedonia, the","Females","Activity rate (15 to 64 years)","49.2"
"2006","Former Yugoslav Republic of Macedonia, the","Females","Activity rate (15 to 24 years)","29.3"
"2006","Former Yugoslav Republic of Macedonia, the","Females","Activity rate (20 to 64 years)","53.5"
"2006","Former Yugoslav Republic of Macedonia, the","Females","Activity rate (25 to 54 years)","63.0"
"2006","Former Yugoslav Republic of Macedonia, the","Females","Activity rate (55 to 64 years)","22.3"
"2006","Former Yugoslav Republic of Macedonia, the","Females","Youth unemployment ratio 15-24","17.8"
"2006","Turkey","Total","Total population","68 062.6"
"2006","Turkey","Total","Population (15 to 64 years)","44 583.5"
"2006","Turkey","Total","Active population","22 386.0"
"2006","Turkey","Total","Growth of active population",":"
"2006","Turkey","Total","Activity rate (15 to 64 years)","49.0"
"2006","Turkey","Total","Activity rate (15 to 24 years)","36.3"
"2006","Turkey","Total","Activity rate (20 to 64 years)","52.7"
"2006","Turkey","Total","Activity rate (25 to 54 years)","57.4"
"2006","Turkey","Total","Activity rate (55 to 64 years)","28.7"
"2006","Turkey","Total","Youth unemployment ratio 15-24","6.0"
"2006","Turkey","Males","Total population","33 754.2"
"2006","Turkey","Males","Population (15 to 64 years)","22 087.6"
"2006","Turkey","Males","Active population","16 600.6"
"2006","Turkey","Males","Growth of active population",":"
"2006","Turkey","Males","Activity rate (15 to 64 years)","73.3"
"2006","Turkey","Males","Activity rate (15 to 24 years)","49.8"
"2006","Turkey","Males","Activity rate (20 to 64 years)","79.9"
"2006","Turkey","Males","Activity rate (25 to 54 years)","87.2"
"2006","Turkey","Males","Activity rate (55 to 64 years)","43.7"
"2006","Turkey","Males","Youth unemployment ratio 15-24","7.9"
"2006","Turkey","Females","Total population","34 308.5"
"2006","Turkey","Females","Population (15 to 64 years)","22 495.9"
"2006","Turkey","Females","Active population","5 785.4"
"2006","Turkey","Females","Growth of active population",":"
"2006","Turkey","Females","Activity rate (15 to 64 years)","25.1"
"2006","Turkey","Females","Activity rate (15 to 24 years)","23.4"
"2006","Turkey","Females","Activity rate (20 to 64 years)","26.3"
"2006","Turkey","Females","Activity rate (25 to 54 years)","27.5"
"2006","Turkey","Females","Activity rate (55 to 64 years)","14.9"
"2006","Turkey","Females","Youth unemployment ratio 15-24","4.1"
"2007","European Union (28 countries)","Total","Total population","492 637.2"
"2007","European Union (28 countries)","Total","Population (15 to 64 years)","331 866.9"
"2007","European Union (28 countries)","Total","Active population","237 398.8"
"2007","European Union (28 countries)","Total","Growth of active population","0.7"
"2007","European Union (28 countries)","Total","Activity rate (15 to 64 years)","70.3"
"2007","European Union (28 countries)","Total","Activity rate (15 to 24 years)","44.1"
"2007","European Union (28 countries)","Total","Activity rate (20 to 64 years)","75.0"
"2007","European Union (28 countries)","Total","Activity rate (25 to 54 years)","84.3"
"2007","European Union (28 countries)","Total","Activity rate (55 to 64 years)","47.1"
"2007","European Union (28 countries)","Total","Youth unemployment ratio 15-24","6.8"
"2007","European Union (28 countries)","Males","Total population","240 297.8"
"2007","European Union (28 countries)","Males","Population (15 to 64 years)","165 564.8"
"2007","European Union (28 countries)","Males","Active population","130 971.0"
"2007","European Union (28 countries)","Males","Growth of active population","0.5"
"2007","European Union (28 countries)","Males","Activity rate (15 to 64 years)","77.6"
"2007","European Union (28 countries)","Males","Activity rate (15 to 24 years)","47.5"
"2007","European Union (28 countries)","Males","Activity rate (20 to 64 years)","82.9"
"2007","European Union (28 countries)","Males","Activity rate (25 to 54 years)","91.9"
"2007","European Union (28 countries)","Males","Activity rate (55 to 64 years)","57.0"
"2007","European Union (28 countries)","Males","Youth unemployment ratio 15-24","7.2"
"2007","European Union (28 countries)","Females","Total population","252 339.3"
"2007","European Union (28 countries)","Females","Population (15 to 64 years)","166 302.0"
"2007","European Union (28 countries)","Females","Active population","106 427.9"
"2007","European Union (28 countries)","Females","Growth of active population","0.9"
"2007","European Union (28 countries)","Females","Activity rate (15 to 64 years)","63.1"
"2007","European Union (28 countries)","Females","Activity rate (15 to 24 years)","40.5"
"2007","European Union (28 countries)","Females","Activity rate (20 to 64 years)","67.1"
"2007","European Union (28 countries)","Females","Activity rate (25 to 54 years)","76.6"
"2007","European Union (28 countries)","Females","Activity rate (55 to 64 years)","37.9"
"2007","European Union (28 countries)","Females","Youth unemployment ratio 15-24","6.5"
"2007","European Union (27 countries)","Total","Total population","488 417.7"
"2007","European Union (27 countries)","Total","Population (15 to 64 years)","329 123.8"
"2007","European Union (27 countries)","Total","Active population","235 613.7"
"2007","European Union (27 countries)","Total","Growth of active population","0.7"
"2007","European Union (27 countries)","Total","Activity rate (15 to 64 years)","70.4"
"2007","European Union (27 countries)","Total","Activity rate (15 to 24 years)","44.2"
"2007","European Union (27 countries)","Total","Activity rate (20 to 64 years)","75.0"
"2007","European Union (27 countries)","Total","Activity rate (25 to 54 years)","84.3"
"2007","European Union (27 countries)","Total","Activity rate (55 to 64 years)","47.2"
"2007","European Union (27 countries)","Total","Youth unemployment ratio 15-24","6.8"
"2007","European Union (27 countries)","Males","Total population","238 303.1"
"2007","European Union (27 countries)","Males","Population (15 to 64 years)","164 206.3"
"2007","European Union (27 countries)","Males","Active population","129 992.4"
"2007","European Union (27 countries)","Males","Growth of active population","0.5"
"2007","European Union (27 countries)","Males","Activity rate (15 to 64 years)","77.7"
"2007","European Union (27 countries)","Males","Activity rate (15 to 24 years)","47.6"
"2007","European Union (27 countries)","Males","Activity rate (20 to 64 years)","82.9"
"2007","European Union (27 countries)","Males","Activity rate (25 to 54 years)","91.9"
"2007","European Union (27 countries)","Males","Activity rate (55 to 64 years)","57.0"
"2007","European Union (27 countries)","Males","Youth unemployment ratio 15-24","7.2"
"2007","European Union (27 countries)","Females","Total population","250 114.6"
"2007","European Union (27 countries)","Females","Population (15 to 64 years)","164 917.5"
"2007","European Union (27 countries)","Females","Active population","105 621.3"
"2007","European Union (27 countries)","Females","Growth of active population","0.9"
"2007","European Union (27 countries)","Females","Activity rate (15 to 64 years)","63.2"
"2007","European Union (27 countries)","Females","Activity rate (15 to 24 years)","40.6"
"2007","European Union (27 countries)","Females","Activity rate (20 to 64 years)","67.2"
"2007","European Union (27 countries)","Females","Activity rate (25 to 54 years)","76.7"
"2007","European Union (27 countries)","Females","Activity rate (55 to 64 years)","38.0"
"2007","European Union (27 countries)","Females","Youth unemployment ratio 15-24","6.4"
"2007","European Union (15 countries)","Total","Total population","386 252.9"
"2007","European Union (15 countries)","Total","Population (15 to 64 years)","257 675.5"
"2007","European Union (15 countries)","Total","Active population","188 231.1"
"2007","European Union (15 countries)","Total","Growth of active population","0.9"
"2007","European Union (15 countries)","Total","Activity rate (15 to 64 years)","71.9"
"2007","European Union (15 countries)","Total","Activity rate (15 to 24 years)","48.1"
"2007","European Union (15 countries)","Total","Activity rate (20 to 64 years)","76.1"
"2007","European Union (15 countries)","Total","Activity rate (25 to 54 years)","84.8"
"2007","European Union (15 countries)","Total","Activity rate (55 to 64 years)","49.2"
"2007","European Union (15 countries)","Total","Youth unemployment ratio 15-24","7.2"
"2007","European Union (15 countries)","Males","Total population","189 072.9"
"2007","European Union (15 countries)","Males","Population (15 to 64 years)","128 838.7"
"2007","European Union (15 countries)","Males","Active population","104 080.4"
"2007","European Union (15 countries)","Males","Growth of active population","0.6"
"2007","European Union (15 countries)","Males","Activity rate (15 to 64 years)","79.3"
"2007","European Union (15 countries)","Males","Activity rate (15 to 24 years)","51.3"
"2007","European Union (15 countries)","Males","Activity rate (20 to 64 years)","84.1"
"2007","European Union (15 countries)","Males","Activity rate (25 to 54 years)","92.8"
"2007","European Union (15 countries)","Males","Activity rate (55 to 64 years)","58.4"
"2007","European Union (15 countries)","Males","Youth unemployment ratio 15-24","7.5"
"2007","European Union (15 countries)","Females","Total population","197 180.0"
"2007","European Union (15 countries)","Females","Population (15 to 64 years)","128 836.8"
"2007","European Union (15 countries)","Females","Active population","84 150.2"
"2007","European Union (15 countries)","Females","Growth of active population","1.2"
"2007","European Union (15 countries)","Females","Activity rate (15 to 64 years)","64.6"
"2007","European Union (15 countries)","Females","Activity rate (15 to 24 years)","44.8"
"2007","European Union (15 countries)","Females","Activity rate (20 to 64 years)","68.1"
"2007","European Union (15 countries)","Females","Activity rate (25 to 54 years)","76.7"
"2007","European Union (15 countries)","Females","Activity rate (55 to 64 years)","40.4"
"2007","European Union (15 countries)","Females","Youth unemployment ratio 15-24","6.8"
"2007","Euro area (18 countries)","Total","Total population","323 992.4"
"2007","Euro area (18 countries)","Total","Population (15 to 64 years)","216 817.2"
"2007","Euro area (18 countries)","Total","Active population","155 860.4"
"2007","Euro area (18 countries)","Total","Growth of active population","1.0"
"2007","Euro area (18 countries)","Total","Activity rate (15 to 64 years)","70.9"
"2007","Euro area (18 countries)","Total","Activity rate (15 to 24 years)","44.4"
"2007","Euro area (18 countries)","Total","Activity rate (20 to 64 years)","75.3"
"2007","Euro area (18 countries)","Total","Activity rate (25 to 54 years)","84.7"
"2007","Euro area (18 countries)","Total","Activity rate (55 to 64 years)","46.2"
"2007","Euro area (18 countries)","Total","Youth unemployment ratio 15-24","6.7"
"2007","Euro area (18 countries)","Males","Total population","158 304.0"
"2007","Euro area (18 countries)","Males","Population (15 to 64 years)","108 437.3"
"2007","Euro area (18 countries)","Males","Active population","86 640.9"
"2007","Euro area (18 countries)","Males","Growth of active population","0.7"
"2007","Euro area (18 countries)","Males","Activity rate (15 to 64 years)","78.6"
"2007","Euro area (18 countries)","Males","Activity rate (15 to 24 years)","47.8"
"2007","Euro area (18 countries)","Males","Activity rate (20 to 64 years)","83.6"
"2007","Euro area (18 countries)","Males","Activity rate (25 to 54 years)","93.0"
"2007","Euro area (18 countries)","Males","Activity rate (55 to 64 years)","55.7"
"2007","Euro area (18 countries)","Males","Youth unemployment ratio 15-24","6.8"
"2007","Euro area (18 countries)","Females","Total population","165 688.4"
"2007","Euro area (18 countries)","Females","Population (15 to 64 years)","108 379.9"
"2007","Euro area (18 countries)","Females","Active population","69 219.5"
"2007","Euro area (18 countries)","Females","Growth of active population","1.4"
"2007","Euro area (18 countries)","Females","Activity rate (15 to 64 years)","63.2"
"2007","Euro area (18 countries)","Females","Activity rate (15 to 24 years)","40.8"
"2007","Euro area (18 countries)","Females","Activity rate (20 to 64 years)","67.0"
"2007","Euro area (18 countries)","Females","Activity rate (25 to 54 years)","76.3"
"2007","Euro area (18 countries)","Females","Activity rate (55 to 64 years)","37.2"
"2007","Euro area (18 countries)","Females","Youth unemployment ratio 15-24","6.5"
"2007","Euro area (17 countries)","Total","Total population","321 711.1"
"2007","Euro area (17 countries)","Total","Population (15 to 64 years)","215 243.8"
"2007","Euro area (17 countries)","Total","Active population","154 674.4"
"2007","Euro area (17 countries)","Total","Growth of active population","1.0"
"2007","Euro area (17 countries)","Total","Activity rate (15 to 64 years)","70.9"
"2007","Euro area (17 countries)","Total","Activity rate (15 to 24 years)","44.4"
"2007","Euro area (17 countries)","Total","Activity rate (20 to 64 years)","75.3"
"2007","Euro area (17 countries)","Total","Activity rate (25 to 54 years)","84.7"
"2007","Euro area (17 countries)","Total","Activity rate (55 to 64 years)","46.1"
"2007","Euro area (17 countries)","Total","Youth unemployment ratio 15-24","6.7"
"2007","Euro area (17 countries)","Males","Total population","157 252.5"
"2007","Euro area (17 countries)","Males","Population (15 to 64 years)","107 676.1"
"2007","Euro area (17 countries)","Males","Active population","86 030.6"
"2007","Euro area (17 countries)","Males","Growth of active population","0.6"
"2007","Euro area (17 countries)","Males","Activity rate (15 to 64 years)","78.6"
"2007","Euro area (17 countries)","Males","Activity rate (15 to 24 years)","47.8"
"2007","Euro area (17 countries)","Males","Activity rate (20 to 64 years)","83.6"
"2007","Euro area (17 countries)","Males","Activity rate (25 to 54 years)","93.0"
"2007","Euro area (17 countries)","Males","Activity rate (55 to 64 years)","55.6"
"2007","Euro area (17 countries)","Males","Youth unemployment ratio 15-24","6.8"
"2007","Euro area (17 countries)","Females","Total population","164 458.6"
"2007","Euro area (17 countries)","Females","Population (15 to 64 years)","107 567.7"
"2007","Euro area (17 countries)","Females","Active population","68 643.8"
"2007","Euro area (17 countries)","Females","Growth of active population","1.4"
"2007","Euro area (17 countries)","Females","Activity rate (15 to 64 years)","63.1"
"2007","Euro area (17 countries)","Females","Activity rate (15 to 24 years)","40.9"
"2007","Euro area (17 countries)","Females","Activity rate (20 to 64 years)","67.0"
"2007","Euro area (17 countries)","Females","Activity rate (25 to 54 years)","76.3"
"2007","Euro area (17 countries)","Females","Activity rate (55 to 64 years)","37.0"
"2007","Euro area (17 countries)","Females","Youth unemployment ratio 15-24","6.6"
"2007","Euro area (13 countries)","Total","Total population","313 821.3"
"2007","Euro area (13 countries)","Total","Population (15 to 64 years)","209 658.7"
"2007","Euro area (13 countries)","Total","Active population","150 774.8"
"2007","Euro area (13 countries)","Total","Growth of active population","1.0"
"2007","Euro area (13 countries)","Total","Activity rate (15 to 64 years)","70.9"
"2007","Euro area (13 countries)","Total","Activity rate (15 to 24 years)","44.7"
"2007","Euro area (13 countries)","Total","Activity rate (20 to 64 years)","75.2"
"2007","Euro area (13 countries)","Total","Activity rate (25 to 54 years)","84.6"
"2007","Euro area (13 countries)","Total","Activity rate (55 to 64 years)","46.1"
"2007","Euro area (13 countries)","Total","Youth unemployment ratio 15-24","6.7"
"2007","Euro area (13 countries)","Males","Total population","153 450.7"
"2007","Euro area (13 countries)","Males","Population (15 to 64 years)","104 915.8"
"2007","Euro area (13 countries)","Males","Active population","83 885.3"
"2007","Euro area (13 countries)","Males","Growth of active population","0.7"
"2007","Euro area (13 countries)","Males","Activity rate (15 to 64 years)","78.6"
"2007","Euro area (13 countries)","Males","Activity rate (15 to 24 years)","48.0"
"2007","Euro area (13 countries)","Males","Activity rate (20 to 64 years)","83.5"
"2007","Euro area (13 countries)","Males","Activity rate (25 to 54 years)","93.0"
"2007","Euro area (13 countries)","Males","Activity rate (55 to 64 years)","55.5"
"2007","Euro area (13 countries)","Males","Youth unemployment ratio 15-24","6.8"
"2007","Euro area (13 countries)","Females","Total population","160 370.6"
"2007","Euro area (13 countries)","Females","Population (15 to 64 years)","104 742.9"
"2007","Euro area (13 countries)","Females","Active population","66 889.7"
"2007","Euro area (13 countries)","Females","Growth of active population","1.4"
"2007","Euro area (13 countries)","Females","Activity rate (15 to 64 years)","63.2"
"2007","Euro area (13 countries)","Females","Activity rate (15 to 24 years)","41.2"
"2007","Euro area (13 countries)","Females","Activity rate (20 to 64 years)","67.0"
"2007","Euro area (13 countries)","Females","Activity rate (25 to 54 years)","76.2"
"2007","Euro area (13 countries)","Females","Activity rate (55 to 64 years)","37.2"
"2007","Euro area (13 countries)","Females","Youth unemployment ratio 15-24","6.6"
"2007","Belgium","Total","Total population","10 613.9"
"2007","Belgium","Total","Population (15 to 64 years)","7 007.8"
"2007","Belgium","Total","Active population","4 733.3"
"2007","Belgium","Total","Growth of active population","1.8"
"2007","Belgium","Total","Activity rate (15 to 64 years)","67.1"
"2007","Belgium","Total","Activity rate (15 to 24 years)","33.9"
"2007","Belgium","Total","Activity rate (20 to 64 years)","72.9"
"2007","Belgium","Total","Activity rate (25 to 54 years)","85.3"
"2007","Belgium","Total","Activity rate (55 to 64 years)","35.9"
"2007","Belgium","Total","Youth unemployment ratio 15-24","6.4"
"2007","Belgium","Males","Total population","5 196.7"
"2007","Belgium","Males","Population (15 to 64 years)","3 524.1"
"2007","Belgium","Males","Active population","2 618.2"
"2007","Belgium","Males","Growth of active population","1.3"
"2007","Belgium","Males","Activity rate (15 to 64 years)","73.6"
"2007","Belgium","Males","Activity rate (15 to 24 years)","36.1"
"2007","Belgium","Males","Activity rate (20 to 64 years)","80.1"
"2007","Belgium","Males","Activity rate (25 to 54 years)","92.5"
"2007","Belgium","Males","Activity rate (55 to 64 years)","44.4"
"2007","Belgium","Males","Youth unemployment ratio 15-24","6.2"
"2007","Belgium","Females","Total population","5 417.2"
"2007","Belgium","Females","Population (15 to 64 years)","3 483.7"
"2007","Belgium","Females","Active population","2 115.3"
"2007","Belgium","Females","Growth of active population","2.5"
"2007","Belgium","Females","Activity rate (15 to 64 years)","60.4"
"2007","Belgium","Females","Activity rate (15 to 24 years)","31.6"
"2007","Belgium","Females","Activity rate (20 to 64 years)","65.7"
"2007","Belgium","Females","Activity rate (25 to 54 years)","78.0"
"2007","Belgium","Females","Activity rate (55 to 64 years)","27.5"
"2007","Belgium","Females","Youth unemployment ratio 15-24","6.6"
"2007","Bulgaria","Total","Total population","7 672.8"
"2007","Bulgaria","Total","Population (15 to 64 years)","5 198.2"
"2007","Bulgaria","Total","Active population","3 494.9"
"2007","Bulgaria","Total","Growth of active population","2.1"
"2007","Bulgaria","Total","Activity rate (15 to 64 years)","66.3"
"2007","Bulgaria","Total","Activity rate (15 to 24 years)","28.9"
"2007","Bulgaria","Total","Activity rate (20 to 64 years)","73.3"
"2007","Bulgaria","Total","Activity rate (25 to 54 years)","84.5"
"2007","Bulgaria","Total","Activity rate (55 to 64 years)","45.7"
"2007","Bulgaria","Total","Youth unemployment ratio 15-24","4.4"
"2007","Bulgaria","Males","Total population","3 714.4"
"2007","Bulgaria","Males","Population (15 to 64 years)","2 577.6"
"2007","Bulgaria","Males","Active population","1 854.0"
"2007","Bulgaria","Males","Growth of active population","2.2"
"2007","Bulgaria","Males","Activity rate (15 to 64 years)","70.6"
"2007","Bulgaria","Males","Activity rate (15 to 24 years)","31.7"
"2007","Bulgaria","Males","Activity rate (20 to 64 years)","78.3"
"2007","Bulgaria","Males","Activity rate (25 to 54 years)","87.5"
"2007","Bulgaria","Males","Activity rate (55 to 64 years)","55.3"
"2007","Bulgaria","Males","Youth unemployment ratio 15-24","4.6"
"2007","Bulgaria","Females","Total population","3 958.4"
"2007","Bulgaria","Females","Population (15 to 64 years)","2 620.6"
"2007","Bulgaria","Females","Active population","1 641.1"
"2007","Bulgaria","Females","Growth of active population","2.1"
"2007","Bulgaria","Females","Activity rate (15 to 64 years)","62.1"
"2007","Bulgaria","Females","Activity rate (15 to 24 years)","26.0"
"2007","Bulgaria","Females","Activity rate (20 to 64 years)","68.4"
"2007","Bulgaria","Females","Activity rate (25 to 54 years)","81.4"
"2007","Bulgaria","Females","Activity rate (55 to 64 years)","37.2"
"2007","Bulgaria","Females","Youth unemployment ratio 15-24","4.1"
"2007","Czech Republic","Total","Total population","10 320.4"
"2007","Czech Republic","Total","Population (15 to 64 years)","7 346.7"
"2007","Czech Republic","Total","Active population","5 198.5"
"2007","Czech Republic","Total","Growth of active population","-0.2"
"2007","Czech Republic","Total","Activity rate (15 to 64 years)","69.9"
"2007","Czech Republic","Total","Activity rate (15 to 24 years)","31.9"
"2007","Czech Republic","Total","Activity rate (20 to 64 years)","75.9"
"2007","Czech Republic","Total","Activity rate (25 to 54 years)","87.8"
"2007","Czech Republic","Total","Activity rate (55 to 64 years)","48.2"
"2007","Czech Republic","Total","Youth unemployment ratio 15-24","3.4"
"2007","Czech Republic","Males","Total population","5 045.4"
"2007","Czech Republic","Males","Population (15 to 64 years)","3 696.0"
"2007","Czech Republic","Males","Active population","2 929.6"
"2007","Czech Republic","Males","Growth of active population","0.5"
"2007","Czech Republic","Males","Activity rate (15 to 64 years)","78.1"
"2007","Czech Republic","Males","Activity rate (15 to 24 years)","36.7"
"2007","Czech Republic","Males","Activity rate (20 to 64 years)","85.0"
"2007","Czech Republic","Males","Activity rate (25 to 54 years)","95.0"
"2007","Czech Republic","Males","Activity rate (55 to 64 years)","62.5"
"2007","Czech Republic","Males","Youth unemployment ratio 15-24","3.9"
"2007","Czech Republic","Females","Total population","5 275.0"
"2007","Czech Republic","Females","Population (15 to 64 years)","3 650.7"
"2007","Czech Republic","Females","Active population","2 268.9"
"2007","Czech Republic","Females","Growth of active population","-1.0"
"2007","Czech Republic","Females","Activity rate (15 to 64 years)","61.5"
"2007","Czech Republic","Females","Activity rate (15 to 24 years)","26.9"
"2007","Czech Republic","Females","Activity rate (20 to 64 years)","66.8"
"2007","Czech Republic","Females","Activity rate (25 to 54 years)","80.3"
"2007","Czech Republic","Females","Activity rate (55 to 64 years)","35.2"
"2007","Czech Republic","Females","Youth unemployment ratio 15-24","2.9"
"2007","Denmark","Total","Total population","5 437.5"
"2007","Denmark","Total","Population (15 to 64 years)","3 582.1"
"2007","Denmark","Total","Active population","2 914.4"
"2007","Denmark","Total","Growth of active population","-0.2"
"2007","Denmark","Total","Activity rate (15 to 64 years)","80.1"
"2007","Denmark","Total","Activity rate (15 to 24 years)","70.6"
"2007","Denmark","Total","Activity rate (20 to 64 years)","81.8"
"2007","Denmark","Total","Activity rate (25 to 54 years)","88.9"
"2007","Denmark","Total","Activity rate (55 to 64 years)","61.0"
"2007","Denmark","Total","Youth unemployment ratio 15-24","5.3"
"2007","Denmark","Males","Total population","2 691.6"
"2007","Denmark","Males","Population (15 to 64 years)","1 807.3"
"2007","Denmark","Males","Active population","1 545.2"
"2007","Denmark","Males","Growth of active population","-0.2"
"2007","Denmark","Males","Activity rate (15 to 64 years)","83.7"
"2007","Denmark","Males","Activity rate (15 to 24 years)","72.0"
"2007","Denmark","Males","Activity rate (20 to 64 years)","85.8"
"2007","Denmark","Males","Activity rate (25 to 54 years)","92.3"
"2007","Denmark","Males","Activity rate (55 to 64 years)","66.9"
"2007","Denmark","Males","Youth unemployment ratio 15-24","5.5"
"2007","Denmark","Females","Total population","2 745.9"
"2007","Denmark","Females","Population (15 to 64 years)","1 774.8"
"2007","Denmark","Females","Active population","1 369.0"
"2007","Denmark","Females","Growth of active population","-0.3"
"2007","Denmark","Females","Activity rate (15 to 64 years)","76.4"
"2007","Denmark","Females","Activity rate (15 to 24 years)","69.1"
"2007","Denmark","Females","Activity rate (20 to 64 years)","77.7"
"2007","Denmark","Females","Activity rate (25 to 54 years)","85.3"
"2007","Denmark","Females","Activity rate (55 to 64 years)","55.1"
"2007","Denmark","Females","Youth unemployment ratio 15-24","5.1"
"2007","Germany (until 1990 former territory of the FRG)","Total","Total population","81 363.2"
"2007","Germany (until 1990 former territory of the FRG)","Total","Population (15 to 64 years)","54 228.9"
"2007","Germany (until 1990 former territory of the FRG)","Total","Active population","41 589.7"
"2007","Germany (until 1990 former territory of the FRG)","Total","Growth of active population","0.3"
"2007","Germany (until 1990 former territory of the FRG)","Total","Activity rate (15 to 64 years)","75.6"
"2007","Germany (until 1990 former territory of the FRG)","Total","Activity rate (15 to 24 years)","51.5"
"2007","Germany (until 1990 former territory of the FRG)","Total","Activity rate (20 to 64 years)","79.8"
"2007","Germany (until 1990 former territory of the FRG)","Total","Activity rate (25 to 54 years)","87.2"
"2007","Germany (until 1990 former territory of the FRG)","Total","Activity rate (55 to 64 years)","57.2"
"2007","Germany (until 1990 former territory of the FRG)","Total","Youth unemployment ratio 15-24","6.1"
"2007","Germany (until 1990 former territory of the FRG)","Males","Total population","39 903.6"
"2007","Germany (until 1990 former territory of the FRG)","Males","Population (15 to 64 years)","27 297.4"
"2007","Germany (until 1990 former territory of the FRG)","Males","Active population","22 683.6"
"2007","Germany (until 1990 former territory of the FRG)","Males","Growth of active population","-0.1"
"2007","Germany (until 1990 former territory of the FRG)","Males","Activity rate (15 to 64 years)","81.7"
"2007","Germany (until 1990 former territory of the FRG)","Males","Activity rate (15 to 24 years)","54.0"
"2007","Germany (until 1990 former territory of the FRG)","Males","Activity rate (20 to 64 years)","86.5"
"2007","Germany (until 1990 former territory of the FRG)","Males","Activity rate (25 to 54 years)","93.8"
"2007","Germany (until 1990 former territory of the FRG)","Males","Activity rate (55 to 64 years)","65.8"
"2007","Germany (until 1990 former territory of the FRG)","Males","Youth unemployment ratio 15-24","6.8"
"2007","Germany (until 1990 former territory of the FRG)","Females","Total population","41 459.6"
"2007","Germany (until 1990 former territory of the FRG)","Females","Population (15 to 64 years)","26 931.5"
"2007","Germany (until 1990 former territory of the FRG)","Females","Active population","18 906.3"
"2007","Germany (until 1990 former territory of the FRG)","Females","Growth of active population","0.8"
"2007","Germany (until 1990 former territory of the FRG)","Females","Activity rate (15 to 64 years)","69.4"
"2007","Germany (until 1990 former territory of the FRG)","Females","Activity rate (15 to 24 years)","49.0"
"2007","Germany (until 1990 former territory of the FRG)","Females","Activity rate (20 to 64 years)","73.0"
"2007","Germany (until 1990 former territory of the FRG)","Females","Activity rate (25 to 54 years)","80.6"
"2007","Germany (until 1990 former territory of the FRG)","Females","Activity rate (55 to 64 years)","48.9"
