"CITING","CITED"
5840112,3615202
5503649,4600418
4500571,1711701
4859169,2814332
5998023,3560318
4037300,3866987
4783942,4707961
4996385,2881227
5784968,5575513
5061310,3697517
4253201,3527220
4510026,4319969
4326051,4136246
5077590,4920445
5918935,5046780
5532727,5041866
4983383,2643375
5617667,5339560
4104498,3755644
4016690,2909814
4858480,1131694
4243270,2699360
5278018,4758493
4493713,3731689
5535615,4976138
5072790,2064928
4491937,4150392
5621643,4053018
5649057,4811399
4100694,2289067
5221056,2970786
5470306,5016622
5823261,5289354
5676983,5073237
5716942,4943578
4196556,3333875
5628446,4733118
5667823,4346116
4452111,2663975
4028891,3915066
5926708,5426065
5911976,4535152
5332540,4585618
5004979,3818343
5214658,3801202
5865546,4654818
5069988,3977906
4868108,4457916
4838902,3906798
5726229,4184993
5867873,4937904
4196669,2995319
3884289,3658979
5894963,5105994
4781424,4681399
5860662,5673925
4770952,3647539
4440425,767893
5889602,4162196
4664683,4013566
5887251,5513245
5970406,5661724
5317636,4629872
5547495,5356597
4740235,4105435
5888712,5254448
5855291,4226348
5799495,4833892
5933519,4964725
5637223,3687845
5797718,4777396
5784859,2340373
4852686,4448280
5367563,5249218
5214582,4757463
5532277,5036097
5451637,5013809
4665539,4031395
4414125,4250042
4435038,4353620
5540487,5209552
5316580,4863538
5050442,4736487
5041240,4078912
4001788,3909789
4577128,2556435
5455145,4906552
4976408,3053007
5234037,4573504
5949189,5229687
3894132,3194865
5957095,5628286
5038905,4391356
5196222,4275648
5451823,4189653
4719570,4157587
5402537,3882548
4662967,3347978
4401624,2898372
5876047,5480170
5087153,3538210
5762064,5353807
5791903,3496650
4963501,4636822
5978965,4744351
5010089,4814463
5470645,4643941
5108379,4416663
4986362,2499695
3880125,2982276
5241503,5127739
5928183,3764438
5961370,3876450
5406661,3638253
4567167,4409146
4559047,3550578
4511229,4335943
4407137,4057975
5679067,4314827
4203746,3318694
5431139,4494502
5228993,4762615
4492197,4223657
5715597,4543320
4829090,2574150
4314943,4076829
4277264,4045194
5086135,4820786
5793141,4926075
5945199,2750833
4137168,3441136
5776417,5125231
4941688,4240649
4663983,1505480
5644914,4326374
5946730,5163184
5235936,4222746
5562595,5328442
5800420,2408323
5433100,4187708
5525251,4332690
3921425,3020788
6002252,5273939
4110567,3959604
5901942,4187846
4464314,3946552
3998944,3705938
5106787,4619839
5875148,4967396
5372096,5171542
5771628,4173093
4008703,2077599
4030685,3297268
4586702,4331229
4878295,4718167
4684170,581589
5095809,2580747
5975333,4699282
4566721,3267841
5951188,3969264
5358676,4812273
4474338,2997095
4238244,3357923
4824310,3314554
5629326,5001134
3996191,3391104
5078066,2332743
4680687,3618130
5609394,5005904
4599883,2139872
4875380,4046016
5746382,1408463
5071350,4793808
5192511,4707337
4842359,4123138
4066649,3429909
5633345,5200505
4398735,4168842
5518746,3576113
4418983,4134641
5839148,1968303
5076431,4412613
5113253,4303316
5373855,3606878
5922591,5171132
3900296,3147156
4384953,2973862
5956204,5140479
4400647,3240569
3952104,3864493
4160682,3853643
4447377,3222843
4379765,4028381
5388571,3097645
5897855,5486355
4529937,4021725
5678839,4863185
5950941,3021984
5851257,1864689
5060539,4479403
4468806,3881058
4602621,3954102
5493885,3592031
4553982,3879312
4772579,4402870
5602791,5164349
4224634,4012762
5082249,4696470
5246272,4968092
5659888,5261121
4238206,2161663
4599926,4409870
5996360,4583377
5518585,4381367
4449470,3576192
5051080,4057669
5796548,5216557
4851380,3287257
4099761,3877743
5031695,4913469
5730198,5375645
5010008,4613570
5424331,4960908
4309650,4039897
5589147,5024981
5036795,4016833
5512246,5217691
5205114,3968626
5444435,4366438
5891228,5514209
5723666,5045541
5246716,4177288
5920470,4807104
5793061,5345463
5956762,4651349
5971264,5245815
5987155,5756978
4907695,4838419
4698858,3893482
4006187,3663585
5949766,5327572
4220177,4090538
5644850,5163229
5630633,1570189
5986339,4829375
5564566,1953037
4268946,3216154
5759519,5264618
5797779,4806412
5209334,4789053
5020217,3735068
5363517,5054513
3863432,3475891
4148924,3232879
4072612,3925203
5085706,4701221
4839564,4495445
4484368,53260
5624757,4741992
5088988,4425120
5577581,4739865
4636902,3700828
5485089,3406766
5111692,4361037
4712571,3749769
4033695,3556656
3988883,2386173
5548705,5252951
5725327,4201497
4527393,3191382
5096250,4792178
4626275,4425157
5782509,5456243
5798406,3940359
5900685,4772245
4091131,2443578
5694978,3557989
5759577,5354560
6008687,4933832
5712533,5317497
4786238,2858101
4725373,4471107
5700546,5322735
4999714,4554602
4152436,3931152
4606765,3248212
4761913,4632863
4547955,4240194
4439995,2947153
4901680,3664316
5543259,4701389
5479232,3874394
4630448,4112989
4863841,4063952
5166145,4285987
5739902,4662742
3977719,3498666
5948683,5310715
5567014,5364163
5235699,4967397
5952051,4877680
5557901,2333777
4512986,4150126
4774574,4302775
5734853,5151782
4697125,4220924
5686038,5102604
5363181,3583555
5115689,4924108
4370980,4005714
5734992,5317759
5065880,4582214
5554110,4966597
4167864,3073022
4860043,4653889
4697131,3548275
5548614,5056113
4459421,3318932
5921403,5645178
5310255,4834555
5217711,4999195
5450393,4937811
4907271,4799061
5957296,5104681
5489699,3956319
5383315,4467574
3896636,986241
5146592,3739345
4275163,3734831
5904668,4976696
5925986,4423348
4388061,3223762
5580114,1719584
5157895,4139979
5929691,4935899
3959985,3792895
5390115,4048495
4863030,3371813
5834568,4556689
5985482,4976327
5965514,4576729
5963469,5497017
5732054,5206848
5658796,5037747
5021973,4677585
4329078,1966718
5562861,5205956
4094942,3207205
4219328,3948594
5731645,4827152
4631219,4312899
4365707,1794326
4603884,2760276
5891325,3847774
5269406,2997169
5402213,5278614
5673393,4475193
5717919,5546579
5931705,5535513
5978905,5375242
4659808,3598804
5745459,5559777
4416695,4066469
4962022,4668638
5825181,5527110
5273778,3642522
5902869,4804703
4084757,2928614
5805850,5057837
5959763,3897997
5900031,4288301
5607390,5441481
5115756,1022360
4092640,3971013
5490716,5186519
4501873,3044989
4295807,2328296
4672838,3580059
5476291,4152017
4364189,4235026
4872006,4410889
4772739,4215002
4168424,3861863
4033355,3474791
4289921,3064850
5301838,5078948
5673948,4850623
3926945,2277230
5738178,5215151
4845780,4679257
5520628,4440158
4805516,3212411
4722204,3102411
4216842,3543538
4742259,4631435
4304627,4132727
5381230,4196964
5828837,4991172
5857108,5101497
5554177,5012815
4149732,3542414
5769848,5336229
5453628,4768011
5098900,4571397
5100657,4515784
5374948,4450455
5731205,3574137
4543117,3989497
4018219,3699949
4731970,4194335
5130043,4215004
4703948,3692349
4284826,4152497
5042671,3826377
4211575,4094696
5556067,4725030
5594326,4866312
4690859,4526830
5328115,2264425
4811597,3876972
5354581,4909894
4002275,3339770
4489136,4130421
5612712,5380546
5704909,4957483
5340178,955624
3893917,3654150
5850003,5387742
5644285,4653329
5040789,3717341
5575704,3629979
5610629,5241308
5593625,2156311
6008656,5477137
5739757,5570903
5895064,3857605
4604622,4115772
5890265,3872547
5584667,4559040
5977855,4800357
4801356,3462347
5913527,2723863
5735890,5097548
4957652,4766260
4175004,3971575
5253879,4664394
5839582,3367785
4933480,4150142
5436978,4581223
3967012,3437611
5169467,4523428
5967135,1036148
5957893,3720210
4657293,112673
5396097,4599576
4167428,3698967
6005555,5693914
5930014,4516272
4559795,2098736
4179996,2346878
6008096,5583064
3883953,2822046
4032780,3603795
5106346,4485759
3968998,2677474
5794405,797175
4455550,3580998
5955568,3541038
4096873,2692603
4534062,3413571
5084816,4750177
5682555,4860198
4294490,4017348
5535516,4418737
4719099,3420703
4420433,4136113
5147307,3324854
4522263,3198249
5589897,4405216
4218684,4134121
5607035,4667941
5019281,4211815
4168871,2785036
4387952,4049945
5719097,4783575
5365677,1215198
5183398,4416182
5482428,4457665
4502968,4331797
4674911,4399980
4875299,1571453
4320325,3621331
4061850,3190865
4969493,2001233
4759070,3784750
5192290,4564014
4593175,3467818
4857515,4535073
5630937,3514925
5828364,4739315
4557803,2475358
4681133,662438
5849823,5206075
5175776,5000532
5298231,4801308
4004963,2743762
5795105,2034851
3931756,1681656
4834696,1096633
5265958,3986384
4528734,4064724
5585714,5027360
5868697,4946436
5602538,5124699
4288584,3660736
5612794,5371614
5025815,3883936
5001296,4163028
5587923,5251147
5938907,4157348
5471652,5175729
5607119,2571175
5968114,4901230
5768142,4789147
5862149,5257201
5797957,4522206
4333316,4154397
5618512,3702886
5741790,5607930
4761305,4391602
4429729,1942320
5395630,5011701
5555706,5385438
4621563,882988
4798340,4359192
4916216,4256636
5501227,4569347
4814036,4400336
5976022,5398936
5387941,4665431
4850890,4586771
4251471,2417734
4639241,4311473
4440343,3354947
4590694,3477149
5015953,4510489
4616161,4390896
5411352,3974312
5215312,4794942
5649949,5234437
5355544,5134743
5050173,3471215
5673664,5555997
5940692,5219777
4365455,3462521
5415947,4530034
5164347,3473938
3977123,1439373
4376685,3267010
5566480,3494189
5520302,4294924
5481206,5198705
5615769,5353453
5025670,4460920
5962815,5003486
5767056,3507798
5931690,5435754
5594224,4486631
5770067,5200077
5366047,5090519
4997466,3176367
5817263,4267237
5578541,4298718
4351621,3342457
5008334,3962165
4362512,4075970
5836017,3416195
5994112,5573935
6006903,4008930
5160375,4623820
5538388,4846621
5292096,912760
4282081,3455793
5340285,3827831
5732318,5365314
5219051,3445080
3906744,3545230
4381730,3862553
5711298,4955382
4308322,3928080
5530422,5229871
5693633,4379927
4861652,4585449
4364642,3391973
5255802,3160283
4979861,1429925
4758278,2450952
4453862,3893302
5867013,5629611
5635192,3762415
5844264,4914493
4483624,1646019
5967358,4181238
4247215,2053892
4950349,4387000
4869790,3450524
6007498,4627849
5713289,4240360
5882371,4361428
4704578,4449094
4597437,4243528
4898406,4306736
4543370,3835221
5792070,4046139
5157431,4860113
4875636,888860
5121949,4488741
4007025,3820307
5267475,4965555
3951377,2349368
5978307,5546338
5568608,4106092
4383777,909539
5907378,5157529
3954746,3698662
5418327,2445046
4662938,1434087
5136594,4383317
4613606,4369322
5165684,5080374
5636844,4988105
5630496,5106075
4385764,3917272
5764967,5305253
5394661,4067153
4964603,2063924
5124516,4160139
3859505,1659721
5823720,4992009
4588234,2970015
4051770,2912916
5253538,2528278
5029796,2007574
4399758,3964408
5518895,4289248
5326145,1452679
3924649,3689979
5404995,2746599
4329236,3506071
5367364,5126913
5935270,5530707
4960007,3255806
5313047,2003714
4031672,1674224
5571007,4330261
5423486,4429832
4474105,3890885
4790176,4362063
5464665,4938940
4089448,3437248
5672162,5027872
4617494,3061791
3971998,3723911
4518578,4075316
4569039,3985952
5290526,4690894
5153144,4651406
5845582,4733604
5682628,4383341
5448894,2054841
5468949,4678288
4630443,4170877
3971745,3438940
5348342,4995639
4739839,2899633
4877427,2061045
4123715,3845394
5032202,4778561
5345743,3791095
5866642,3076772
5027864,3657942
5563496,5166595
5042216,4887402
5953561,5402212
5033410,2988045
4520869,4011907
5976701,4220679
5281631,4758635
4407771,3919017
3954142,3847224
5796856,5384717
5476216,1408814
5265658,4607675
4456709,4379905
5386849,4836236
4941186,4734770
4098067,2830433
3945223,2913887
5756428,3254025
4455889,2785588
4646069,3935567
5336938,4833651
4632087,3158145
4990688,4306101
4398254,3592030
5647637,5254404
4461597,135822
4263169,4149990
5991141,3886411
4096323,3784525
5022077,4685055
3941023,3705254
5474583,2527044
5351745,4227379
5374932,4196474
5418130,4620908
4959679,4361389
5298847,3812409
4571631,4153915
5033861,4082488
5546682,4123858
5140787,4773809
5718236,5111831
4787780,3160512
5228131,4858104
4850208,2317700
5119606,4942702
4552082,3049732
5039327,4726144
4456546,3998606
4919902,4839146
5980040,4338005
4582564,4166018
4644815,1680328
5190904,3893942
4441396,1759507
4823949,4614442
5382063,4447082
5732462,4704319
4750980,4380488
4916617,4636934
5699134,4807973
4162268,3876688
5849866,5597804
4397247,3467032
5329066,4677253
4624381,3955703
4408517,3926087
4096041,2580700
5007350,3426697
4114127,1481422
5715259,5282214
4745464,4675726
4522397,3090620
4165011,3231152
5946595,5624871
5703158,3705164
5244346,1639257
5486005,5275400
3862359,3329059
4125211,3602409
4601844,4465613
5821651,5347191
4397067,2288710
4647828,4397011
5306677,3973977
4450991,1971294
5407854,4961833
5158964,5070096
5537837,3661200
5411439,4493674
4020450,3953807
5318041,4815478
5666190,5254854
5584638,4202639
4083674,2973808
5160053,3404784
4681164,3402770
3969191,2872385
5600301,4510484
5916989,3505301
5890371,3732919
4129020,4041741
4193840,3483078
4274205,3621580
5722932,4969474
4516642,1922436
5609245,4395606
4272849,3184756
4954758,4079418
4509755,4225138
3939894,3106953
5425789,5039306
5555610,5042121
4964202,4821384
3869122,2585259
4806288,2591497
4968333,4590884
3887306,2987004
4665983,4417622
4803373,3932763
4388437,4247592
5066612,4948755
5536232,3454049
5955506,4044147
4135698,1476344
4060910,3833901
5919921,4366248
4446245,3773554
4087876,2829390
5753203,5165923
5031141,4945512
4555929,3332274
4868145,4435283
4340031,4034735
5813151,3309802
5608447,5133079
5829162,3577650
3890061,2097318
4989229,3770955
4414721,1552495
5817810,5117706
4054938,3412788
4815809,4390237
5821718,4361202
5597514,4990191
5813194,4400910
4226634,2581414
5039343,4522972
5987423,4943932
3998354,3744675
5977645,4467220
5712467,5144814
3862204,2390519
5763114,4254086
5075287,4895835
5409961,5264464
4189012,2315629
5646325,5142037
5301456,983468
5765459,1816947
5383740,3756635
4150307,3328703
5074520,4741363
5640635,5325145
4240991,900356
5801561,4385243
3914538,3662096
4993221,4411595
5209821,4334366
5329327,4801963
5789461,5387663
5606840,3423892
5539252,5091771
5361505,5233124
4163254,3919462
4761139,3279100
4306953,4069056
5690114,5343864
5754620,5220591
5411611,3933474
6006238,5637698
6002767,4630201
5818222,3708727
4949524,4103459
5172763,3994345
4064282,3653383
5364188,4744509
5122856,4733283
5975812,5388932
5827422,4697039
5900782,5030923
3971096,1817337
4581186,3915773
5951504,5242378
4194836,2384019
5519938,5083194
4406837,3349108
5654465,2583194
5727568,5184629
5369197,4039475
4586526,4260164
4533833,4384368
4535488,4206518
4126720,3954538
5568613,4967353
3941863,3211815
5551689,5188359
4271197,3352689
4546395,4412165
4202146,3422582
5362953,4675531
4195560,3994211
5379744,4164206
4795881,4580030
4451320,2542901
4813004,4539650
5494368,3353306
5321943,4773211
3973181,3113265
4515093,3124086
5332476,2368665
4956135,4571319
5949763,5430719
3965657,3229452
4299946,4038251
5995551,5396518
4287698,3195191
4708612,1818408
3933063,3368434
4498879,3997079
4751747,2025710
5039317,3534548
5022316,3330409
4379236,3883750
5269564,1871597
4090976,3796672
4824440,3433610
5989505,4285915
4856644,2357651
5736032,5089141
4671239,4574759
4640956,3969310
4858473,3359789
5818142,5315199
5542732,4533170
5849647,4647490
5540051,4531431
5913447,3765249
4368791,1641596
5652688,4658320
5500760,5233461
4173216,2820454
4515338,2448580
5641239,5096310
5615658,5331807
4894581,2461177
5572831,4276954
4691386,4307934
5342501,3982045
4915386,3814437
5221345,4359964
4164356,3677601
5388217,4458316
5937879,1613166
5435936,5112516
4965432,4350287
5501533,5044788
3943471,2806953
5609395,3861747
4681324,4175750
5159108,5039819
6007694,5062933
5917243,5393698
4882068,3679056
3989967,3597915
4658854,4265063
4813284,2279043
3943931,3467099
5566440,4333672
5209035,4720953
4061501,3436236
4863978,3819675
3881518,3504693
4461230,1288857
5110085,2825306
5862669,2226271
4190537,3794173
4659919,4199753
4305393,4047531
4999639,3146449
4274124,3346790
4757845,4040705
5679457,3611065
3979223,880957
4744357,2348074
4689446,4517559
5993651,5368732
5849730,4316885
4377297,3015831
4938974,4451489
5199514,4284149
5395301,4481944
5299082,5223993
4417219,3750051
4935395,2604490
5529493,2554302
4910785,3911418
5332584,3137631
4341131,3783711
5734921,5173947
5764000,5063327
5495273,4257054
4819536,4732070
4632786,4077471
5918791,4169476
5464710,4840444
5944979,5403455
4845379,4322642
5890520,5392049
5432000,4664969
5223276,3531828
4666225,4188082
5843585,4880614
4099764,3352594
5996639,4120347
4975069,4867690
4180017,3147743
4581158,3609104
4196677,3184065
4256665,2719175
5150793,3904075
5068801,4696533
5933927,5718024
5869436,5158778
5950808,4708914
5944597,2697113
5185162,4536232
5591291,5052906
4597414,3530893
4236959,3765611
4384108,3318845
5679203,5110393
5720782,4639255
5618615,4749514
5168721,3729949
5735206,4144813
4395892,892534
5839375,4128094
4983402,4272506
5243592,4825206
5252565,3207753
4990041,3639137
5621928,4937897
4793764,4051962
4396301,3656078
4474406,3795422
5483106,5113241
5164275,4066563
4807462,4546550
5858586,5344483
5943471,4813373
4837788,4254496
5628765,4462405
4425804,4164865
5304711,4993873
4541920,3954678
5256869,4725144
4123192,4008647
4208168,215035
5796409,4962465
5650563,2260608
4944438,649842
5462506,5133700
5013996,4233556
4897336,4247611
4932830,3870339
5795362,4221650
4752374,2375218
5451101,4950839
4325275,2486523
4345413,3408789
5367471,4619294
4264202,3316411
5280906,4874169
4611439,2663914
4030408,3726212
5088047,4938816
4669854,4095888
5034458,4982014
4458505,4182136
4431847,3929907
4485208,4136248
5184415,2488466
5731230,5103976
3983687,3527045
4652522,4172124
5463566,4855932
4861120,2796303
5262159,5186934
5505031,4614071
5278959,4631588
5672941,3142781
5486693,4551627
5838390,4625240
4390383,4085185
5985303,5512213
3911774,3039345
3954647,3433745
5916452,4740796
5869124,3026207
4362169,3028867
4309016,3868086
5702390,5342359
4593228,3509401
5535838,4826734
4863657,4482512
4843664,2608502
3891184,2671638
5474642,5053678
5500830,4970641
3953797,3830956
4950789,4686242
5306373,1611218
5520464,3734395
4218573,3856871
4345601,3946740
5468428,3265765
4399778,2585968
3975512,2678953
5554543,4916083
5825927,5497435
5095558,4416030
5423792,4976707
4445304,3973366
3867800,896326
5777258,938836
3904869,3553455
5123103,4674066
5220716,3217394
5785437,4826562
5207847,4006766
5982187,5084673
5359243,4675544
3870858,3397708
5560756,2593548
5546521,5155806
4201763,3925018
5636926,5496118
4644622,3822449
4951317,4287608
5914398,5041652
4567988,4271967
4012970,1492803
4756098,2660813
5821575,5629544
4958499,4667477
5343896,5103874
5639096,3804424
5828108,4027325
4834207,2695685
5403087,3650510
4542993,4295368
5104516,4007019
5127448,893423
5569463,4906474
4294953,4001184
5602339,3149492
5627316,2979959
4473697,3929821
4880177,2350182
5100039,405781
4725184,4182592
5383881,3848773
4779304,3949444
5842478,4945904
5295841,5062802
5062042,4642759
4960437,4805339
4430691,3440601
5955401,4428845
4353784,2868832
5526695,3017885
4364723,2776452
4711736,3664955
5713148,1356892
5681606,4804542
4146775,3584193
4557075,3988863
5066161,3182846
5794046,5319645
4323197,3504851
5604862,5247660
4671311,2582175
5655540,5215099
5741879,4677137
5978190,4613934
5941894,5370625
5511803,5088748
5574437,5264834
5228396,4769221
5213752,3949033
4057683,3032518
3947317,2418600
3859140,3071639
5504677,5326959
4682659,3327789
4927989,4468631
5911222,3349768
5285500,3553600
3960782,2675356
3971373,3368326
5255680,5050607
5963355,4852957
5351740,3627247
4858850,3973219
4684299,2560382
5197130,4972342
5865451,5366231
5526972,5207260
4762120,3866599
5874337,4511811
5380023,4151910
4508396,4088803
5371885,4953080
5747550,4663641
4877943,4721832
5360511,3954921
4408722,2708601
5553997,4586870
5443445,520275
4243932,3555413
5268599,5073726
4084438,2649579
5485641,4709480
5128995,4839895
5796260,5528162
4241434,4066947
4540613,3360383
4017776,2946941
5847006,3784643
4375421,4107067
5754933,4360548
5232111,4355111
4557328,3987852
5222939,3948759
5365970,3203245
5541123,4795716
5762837,4550057
5616038,5330362
5459628,4819105
3893249,3681862
4016304,3422167
4664387,2884254
5619103,5013966
4299319,2869344
4249611,2906493
4102567,3711870
5761785,3192873
5796221,5130748
5841489,4760389
5374405,4161103
5918911,5196160
4510629,2658203
4140556,3993476
5448329,5036349
5861766,5126692
5239982,4733661
5407169,4886251
4668040,4165147
4406154,4282741
5878454,4379588
4891043,4241046
5328362,3250272
5626209,3114434
5502729,4534028
5597528,4209162
5654030,3853739
3863885,1253333
5077109,3456044
5430655,5115398
4376872,4200472
5865841,5591220
5205906,3804756
5364243,3989021
5592847,1449385
5803797,3811182
4994829,3001462
4913560,3322325
4530898,3894871
5281952,4242670
4561521,4063490
5851270,4723967
4076021,3087707
5239629,4816990
5617871,3970996
5705539,4172939
5735486,5496002
5971003,4612962
5640570,5371742
5776276,5381299
5618269,4042248
4462417,4064907
5625079,4265280
5867699,5142630
5573367,3817415
4872715,2488688
5904152,4996056
3881794,3726579
4777389,4567378
5278957,4423482
5099174,3940255
4546341,2836681
4763866,4178858
4640277,2908270
5080575,3262465
4664834,3216941
5995317,4982297
4550000,4297329
4935279,4752513
5678528,4688539
4747083,4370736
5732002,5410270
5286393,2537629
3925834,2673355
4999553,4808063
5541419,4820911
5098039,1882647
5944485,3224079
5555965,4526264
3878357,2721182
4107786,3402395
5982854,5260988
4393759,2193462
5752747,5312168
5970240,5081602
5753529,5434094
5033578,4011849
5707285,5328189
5789350,5478802
5798631,4982147
5100270,4158987
4767787,4292299
3935780,81434
3976227,3015419
5317770,722456
4239469,1019223
4693227,3292546
5224877,4425018
5761312,4062043
5560799,5028950
5609613,4421116
5323738,1313569
5640077,4522067
5577731,5275415
5658268,5236430
4465513,4286984
4204888,3661658
5931303,4503864
5499017,5214409
5651285,4299114
4463759,3801800
5406442,4924343
4886228,3252677
5846291,4174955
5670196,4644056
4389035,4220310
5802102,4583048
5095122,2611771
5023411,3243540
5551611,5029741
4632647,2193020
4290987,3513110
4812237,4100073
4376578,3678896
5997395,5067604
5657963,5411483
4129636,3984510
5480273,4413374
4991420,3477268
4022292,2851085
3978190,2535517
4166570,2868433
5035595,2987797
4662039,3135034
4142018,3953643
4462099,4363123
5215130,4439146
5572463,4527251
5524539,4622895
5575142,4023743
5921779,4952614
4305296,4241610
5578245,5114477
5179868,2974752
5006829,4287503
4196125,3853908
4668130,351014
5574074,4344710
4926786,190511
5761741,5311309
3985097,3167454
4930171,4624877
5725671,4335266
4768822,4561615
4827163,4602174
4022113,917125
5949167,3808489
4584493,4443718
4920428,4660082
5732706,4420707
5660010,4958468
4817556,3700250
5729475,5148016
4264374,2948642
5985348,4304794
5779243,4688808
4715396,4601277
4741580,4209203
5545193,4759378
5171986,3213279
5898040,5071704
5594322,5013929
5461847,2688834
4483250,3736877
5660354,2626764
4720099,3708166
4745826,4369671
4373182,3497630
5715815,5029580
4429929,3567298
5496206,2732590
5598734,4715208
4022136,3842759
5988193,5401328
5208521,4556940
5135298,4261656
5620312,4519792
5295554,4823899
4672781,2780329
5965059,5391318
5834654,4215569
4411392,2603428
3905971,3560496
4751859,4559850
4078227,3225213
4982594,3281926
5770273,5380564
5707474,2549507
5271763,4715870
5808967,5208785
5053418,3206358
4355301,3832682
4067029,3550514
5892966,5748983
5751301,4463359
5379780,3409027
5525015,5211514
5573563,3582051
5424470,5359113
5492391,1575322
5249826,4884652
5328468,5163950
4007473,3800194
5836727,3856427
5817069,5308330
4921000,4392513
5557072,3760092
4401804,4328059
5328260,3809449
5155253,4664851
4618522,3527655
4335394,3830968
3947935,3626430
5489820,3786306
4424384,4304946
4162985,3236771
5496397,5148374
4514019,941013
4635250,3872439
5194906,4537502
4912599,3343042
5285329,4982305
5834997,5180051
5317120,4896009
4202760,3753493
5948279,5403217
5713824,5251809
5922489,4653822
5424441,3812221
4903620,4455952
4732551,4101253
4343016,3911418
5067427,4320713
5569611,4729965
4911144,4335578
5236802,4510228
4928692,3948248
5226663,4739999
5312389,4814181
5390606,3698281
5282356,2679295
5762112,5360038
4171677,1366493
4750623,2992742
4688569,1038011
4559049,2382276
4101274,2923593
5972805,4073777
5633715,5204734
4859264,4053109
5964074,4676279
4591428,3622265
4871031,2199954
5731711,5654895
5396027,4795355
5613180,2489839
4563459,4146719
5899215,3337896
4444532,3309785
4710478,3936857
5176099,3433203
3979305,3455390
4291688,3814297
5896961,5445249
5467401,4928250
4434862,3365170
5095863,5028868
4949240,4734568
4214214,3743784
4065580,3549390
4640817,2083524
5479157,4515994
5560170,4450665
5696563,4396906
5567801,5237047
5600251,4613228
5073849,4774649
5815747,4707103
4320318,1778640
5878758,5383904
5030191,3343691
5370763,4378392
5345849,1369824
4555606,4163894
5599380,2947687
5501630,5155943
4625747,2859762
4912629,4016545
4828744,3413229
4882908,4328680
4087255,3449251
4904190,2645759
5651314,4879950
5878672,5680973
4866140,3284409
4020975,971818
5089997,4309576
5151144,4647326
4918956,4698991
4072935,3911969
4962326,4638462
4238869,1690472
4857991,4605963
5407462,5211744
4691922,3458202
5571346,5161601
4106472,3908608
5286843,3509084
4150145,4000129
5247146,4970374
4509670,3958740
4399347,4203198
4132930,3891904
5323775,4744980
4723417,3880224
4306000,3940283
5063183,4618592
4599369,4176115
4570263,3101407
4446908,3237251
4751674,4228430
4187245,3298956
5578795,4840574
4800092,4027043
5993412,5312335
5860475,4598770
5513879,5100172
5038853,3088042
5667540,3270408
5749904,5222480
4967816,2350915
5043840,3678337
5487684,4728164
4145648,3947753
5574223,4735087
4293806,3395323
3945710,2243741
5721880,5073854
5555387,4851989
4466954,4264580
5620965,4877805
4713783,4162036
5696695,5109222
5550452,5327065
4961123,4843494
3944396,3607456
5888335,5007229
4679296,3074147
5020713,4408979
5643297,4625726
4245787,2927424
5926004,5323098
5576363,3915730
5537946,5205232
4242624,4136308
4571673,3840861
4514469,3590777
5852785,2516211
5978999,2379997
5211547,3659965
5893248,4438611
4384525,3762317
5507133,4229544
5773854,5109265
4258580,3365965
5765649,5437337
4600094,4381835
4372042,3585764
4105085,3805908
4612383,4482669
4687505,3900378
5524797,2238747
4532698,4325747
5758726,5205359
4615328,4416255
5071770,4368480
4974203,4827454
5524650,5024244
5205679,2102659
4528428,4467150
4967540,4514959
5366275,3029106
5846618,3962503
4780084,3883861
5748583,5570330
5041485,4772743
4799356,3990229
5300540,4071489
5101205,4995059
5717807,5143435
5776234,5670562
3945338,1836495
5445252,4423852
4772327,4444593
4918707,4285060
4681048,3385245
5682939,3035275
5016811,3417909
5807135,4639066
5976959,5393370
4867474,4625994
4517160,3754466
5425994,3935339
5313708,3156044
5041134,4693716
5853772,4437825
5768766,5290410
4807502,3304819
5488376,4338587
5376389,4105801
4414640,3934130
4851137,3625902
5426921,5105600
5745462,5442608
4857988,3271507
5933478,5530740
5800342,4344419
4870375,4208642
5832374,4602218
4335882,1368176
5410515,5018154
5997174,4498789
4941207,3531577
3984003,3838841
4807543,577539
3869501,3624140
5569416,5158037
5303215,4247976
5741581,3806474
5507857,5051115
5641029,4258807
5312051,4140629
4694238,4281279
5759001,5320465
5330389,3490251
5913604,4030216
5459990,3191375
4947323,4446521
4784201,3470933
4084598,2420898
4791587,4644492
4060485,3878095
5616985,5396145
5680038,4297646
5898407,5355144
5812398,5634052
4566989,3372213
5862128,5367520
5896373,5524009
5752355,4593512
4194455,3918372
4380610,3403134
4138125,1841772
4760684,4519504
4811740,4700708
5144895,3786764
4880086,4597411
4101646,3592185
5778139,5627935
5396316,3650196
5938979,3954945
4478606,4248604
4693287,4303111
3952477,2527906
4930581,4484647
5537569,5265235
5680946,3470930
5347283,4837575
4909393,3811393
4493198,1025180
5204172,4948660
5732346,4955050
5761523,5170484
4365734,4054280
4928238,4794518
4652699,3201517
4485682,3823608
5300084,4361619
5035253,4779635
4054203,1838269
4835467,4626781
5637566,5004728
5856744,5289127
5863076,2812601
5640743,1478880
5577313,1649363
4335557,480483
5668439,3539841
5147539,3407096
4027838,3617848
5000227,3092538
3940092,3018983
5159413,3618203
5755860,3416153
5043886,4442487
5115054,4436609
5439507,4198213
4350064,3333490
5263846,2108417
4524835,759750
4715418,3929180
5317715,5142672
5716550,4025463
3914162,3394172
5863592,4735816
4828576,4524227
5360966,4970359
5162690,4189516
5127544,4643313
4993096,4382308
4501325,4127170
5712623,4611200
