Pais,Anho,NPatente,NCitas,Rango
FR,1967,3311093,1,25
FR,1967,3311349,1,25
FR,1967,3311439,1,25
FR,1967,3311762,1,25
FR,1967,3311878,1,25
FR,1967,3311968,1,25
FR,1967,3312125,1,25
FR,1967,3312185,1,25
FR,1967,3312252,1,25
FR,1967,3312360,1,25
FR,1967,3313063,1,25
FR,1967,3313088,1,25
FR,1967,3313139,1,25
FR,1967,3313486,1,25
FR,1967,3313698,1,25
FR,1967,3313705,1,25
FR,1967,3314552,1,25
FR,1967,3314773,1,25
FR,1967,3316051,1,25
FR,1967,3295207,1,25
FR,1967,3295258,1,25
FR,1968,3380646,83,1
FR,1968,3384519,31,2
FR,1968,3398995,31,2
FR,1968,3364911,27,3
FR,1968,3399796,25,4
FR,1968,3405706,23,5
FR,1968,3398918,23,5
FR,1968,3394032,21,6
FR,1968,3411592,20,7
FR,1968,3412186,20,7
FR,1968,3360826,18,8
FR,1968,3383923,18,8
FR,1968,3384533,18,8
FR,1968,3410059,17,9
FR,1968,3380196,17,9
FR,1968,3386679,17,9
FR,1968,3394915,17,9
FR,1968,3410293,16,10
FR,1968,3360893,16,10
FR,1968,3386487,16,10
FR,1968,3396579,16,10
FR,1968,3408886,15,11
FR,1968,3410135,15,11
FR,1968,3415915,15,11
FR,1968,3416637,15,11
FR,1968,3362192,15,11
FR,1968,3377896,15,11
FR,1968,3408101,14,12
FR,1968,3412515,14,12
FR,1968,3418262,14,12
FR,1968,3365242,14,12
FR,1968,3378251,14,12
FR,1968,3382850,14,12
FR,1968,3385937,14,12
FR,1968,3392393,14,12
FR,1968,3394766,14,12
FR,1968,3402814,14,12
FR,1968,3403756,13,13
FR,1968,3405753,13,13
FR,1968,3409574,13,13
FR,1968,3364685,13,13
FR,1968,3371699,13,13
FR,1968,3372087,13,13
FR,1968,3381592,13,13
FR,1968,3401780,13,13
FR,1968,3404721,12,14
FR,1968,3408112,12,14
FR,1968,3410444,12,14
FR,1968,3416160,12,14
FR,1968,3371311,12,14
FR,1968,3373470,12,14
FR,1968,3392954,12,14
FR,1968,3404175,11,15
FR,1968,3405920,11,15
FR,1968,3408277,11,15
FR,1968,3412908,11,15
FR,1968,3413799,11,15
FR,1968,3415064,11,15
FR,1968,3418196,11,15
FR,1968,3362191,11,15
FR,1968,3365040,11,15
FR,1968,3368207,11,15
FR,1968,3368647,11,15
FR,1968,3370575,11,15
FR,1968,3373951,11,15
FR,1968,3386216,11,15
FR,1968,3392774,11,15
FR,1968,3393941,11,15
FR,1968,3402940,10,16
FR,1968,3404742,10,16
FR,1968,3406872,10,16
FR,1968,3408127,10,16
FR,1968,3409149,10,16
FR,1968,3414242,10,16
FR,1968,3416501,10,16
FR,1968,3416874,10,16
FR,1968,3419665,10,16
FR,1968,3360909,10,16
FR,1968,3361121,10,16
FR,1968,3363364,10,16
FR,1968,3365247,10,16
FR,1968,3380518,10,16
FR,1968,3380795,10,16
FR,1968,3383973,10,16
FR,1968,3390083,10,16
FR,1968,3390631,10,16
FR,1968,3392183,10,16
FR,1968,3398981,10,16
FR,1968,3403471,9,17
FR,1968,3403599,9,17
FR,1968,3404220,9,17
FR,1968,3410053,9,17
FR,1968,3411143,9,17
FR,1968,3412206,9,17
FR,1968,3413244,9,17
FR,1968,3417418,9,17
FR,1968,3379381,9,17
FR,1968,3380591,9,17
FR,1968,3380883,9,17
FR,1968,3381471,9,17
FR,1968,3381790,9,17
FR,1968,3385444,9,17
FR,1968,3395341,9,17
FR,1968,3395645,9,17
FR,1968,3398202,9,17
FR,1968,3400754,9,17
FR,1968,3402184,9,17
FR,1968,3404169,8,18
FR,1968,3404275,8,18
FR,1968,3410672,8,18
FR,1968,3412018,8,18
FR,1968,3413314,8,18
FR,1968,3418918,8,18
FR,1968,3419702,8,18
FR,1968,3419804,8,18
FR,1968,3361516,8,18
FR,1968,3365879,8,18
FR,1968,3369457,8,18
FR,1968,3370419,8,18
FR,1968,3370465,8,18
FR,1968,3371759,8,18
FR,1968,3372878,8,18
FR,1968,3378452,8,18
FR,1968,3383808,8,18
FR,1968,3384356,8,18
FR,1968,3385862,8,18
FR,1968,3386264,8,18
FR,1968,3386771,8,18
FR,1968,3386926,8,18
FR,1968,3390460,8,18
FR,1968,3391540,8,18
FR,1968,3396364,8,18
FR,1968,3398435,8,18
FR,1968,3398726,8,18
FR,1968,3399192,8,18
FR,1968,3400849,8,18
FR,1968,3401795,8,18
FR,1968,3403651,7,19
FR,1968,3407046,7,19
FR,1968,3410643,7,19
FR,1968,3410726,7,19
FR,1968,3413665,7,19
FR,1968,3414141,7,19
FR,1968,3414210,7,19
FR,1968,3414709,7,19
FR,1968,3414711,7,19
FR,1968,3415317,7,19
FR,1968,3416318,7,19
FR,1968,3418293,7,19
FR,1968,3418841,7,19
FR,1968,3419030,7,19
FR,1968,3419781,7,19
FR,1968,3362757,7,19
FR,1968,3363401,7,19
FR,1968,3364069,7,19
FR,1968,3365756,7,19
FR,1968,3366448,7,19
FR,1968,3368824,7,19
FR,1968,3374460,7,19
FR,1968,3375422,7,19
FR,1968,3377592,7,19
FR,1968,3379241,7,19
FR,1968,3380335,7,19
FR,1968,3380686,7,19
FR,1968,3381410,7,19
FR,1968,3382283,7,19
FR,1968,3386169,7,19
FR,1968,3388614,7,19
FR,1968,3388820,7,19
FR,1968,3389833,7,19
FR,1968,3395769,7,19
FR,1968,3396632,7,19
FR,1968,3398026,7,19
FR,1968,3398911,7,19
FR,1968,3399800,7,19
FR,1968,3400201,7,19
FR,1968,3401704,7,19
FR,1968,3402747,7,19
FR,1968,3403001,6,20
FR,1968,3403211,6,20
FR,1968,3403855,6,20
FR,1968,3403930,6,20
FR,1968,3404667,6,20
FR,1968,3405874,6,20
FR,1968,3406737,6,20
FR,1968,3406752,6,20
FR,1968,3406776,6,20
FR,1968,3407145,6,20
FR,1968,3407559,6,20
FR,1968,3407968,6,20
FR,1968,3408087,6,20
FR,1968,3409573,6,20
FR,1968,3410090,6,20
FR,1968,3410425,6,20
FR,1968,3411453,6,20
FR,1968,3411832,6,20
FR,1968,3411877,6,20
FR,1968,3412899,6,20
FR,1968,3413762,6,20
FR,1968,3414076,6,20
FR,1968,3415576,6,20
FR,1968,3416591,6,20
FR,1968,3417922,6,20
FR,1968,3363124,6,20
FR,1968,3363831,6,20
FR,1968,3365367,6,20
FR,1968,3367841,6,20
FR,1968,3369757,6,20
FR,1968,3370162,6,20
FR,1968,3371527,6,20
FR,1968,3372534,6,20
FR,1968,3373436,6,20
FR,1968,3375756,6,20
FR,1968,3376464,6,20
FR,1968,3377298,6,20
FR,1968,3379616,6,20
FR,1968,3380247,6,20
FR,1968,3380560,6,20
FR,1968,3382012,6,20
FR,1968,3382046,6,20
FR,1968,3382099,6,20
FR,1968,3382949,6,20
FR,1968,3383139,6,20
FR,1968,3384409,6,20
FR,1968,3385327,6,20
FR,1968,3385427,6,20
FR,1968,3390667,6,20
FR,1968,3393201,6,20
FR,1968,3393538,6,20
FR,1968,3395931,6,20
FR,1968,3396056,6,20
FR,1968,3397008,6,20
FR,1968,3400726,6,20
FR,1968,3400773,6,20
FR,1968,3403554,5,21
FR,1968,3403946,5,21
FR,1968,3405755,5,21
FR,1968,3405784,5,21
FR,1968,3406204,5,21
FR,1968,3406598,5,21
FR,1968,3406745,5,21
FR,1968,3408507,5,21
FR,1968,3409951,5,21
FR,1968,3410725,5,21
FR,1968,3410842,5,21
FR,1968,3411559,5,21
FR,1968,3411966,5,21
FR,1968,3412785,5,21
FR,1968,3414568,5,21
FR,1968,3414796,5,21
FR,1968,3415023,5,21
FR,1968,3416044,5,21
FR,1968,3416462,5,21
FR,1968,3416778,5,21
FR,1968,3417634,5,21
FR,1968,3418069,5,21
FR,1968,3419802,5,21
FR,1968,3361418,5,21
FR,1968,3361456,5,21
FR,1968,3361640,5,21
FR,1968,3362249,5,21
FR,1968,3362341,5,21
FR,1968,3362717,5,21
FR,1968,3363038,5,21
FR,1968,3363117,5,21
FR,1968,3363129,5,21
FR,1968,3363391,5,21
FR,1968,3363660,5,21
FR,1968,3364655,5,21
FR,1968,3364659,5,21
FR,1968,3364763,5,21
FR,1968,3364870,5,21
FR,1968,3366464,5,21
FR,1968,3368840,5,21
FR,1968,3369756,5,21
FR,1968,3371384,5,21
FR,1968,3371408,5,21
FR,1968,3371482,5,21
FR,1968,3372990,5,21
FR,1968,3373283,5,21
FR,1968,3373868,5,21
FR,1968,3374009,5,21
FR,1968,3376351,5,21
FR,1968,3378213,5,21
FR,1968,3378770,5,21
FR,1968,3378819,5,21
FR,1968,3379061,5,21
FR,1968,3379208,5,21
FR,1968,3381262,5,21
FR,1968,3381264,5,21
FR,1968,3381719,5,21
FR,1968,3382520,5,21
FR,1968,3385390,5,21
FR,1968,3386152,5,21
FR,1968,3386639,5,21
FR,1968,3388586,5,21
FR,1968,3389592,5,21
FR,1968,3390089,5,21
FR,1968,3390283,5,21
FR,1968,3390657,5,21
FR,1968,3390677,5,21
FR,1968,3391276,5,21
FR,1968,3395074,5,21
FR,1968,3395504,5,21
FR,1968,3395730,5,21
FR,1968,3395964,5,21
FR,1968,3396054,5,21
FR,1968,3398081,5,21
FR,1968,3398436,5,21
FR,1968,3398620,5,21
FR,1968,3399338,5,21
FR,1968,3399573,5,21
FR,1968,3402986,4,22
FR,1968,3403427,4,22
FR,1968,3404762,4,22
FR,1968,3404973,4,22
FR,1968,3405553,4,22
FR,1968,3405893,4,22
FR,1968,3405978,4,22
FR,1968,3406030,4,22
FR,1968,3406402,4,22
FR,1968,3406733,4,22
FR,1968,3408115,4,22
FR,1968,3408544,4,22
FR,1968,3408646,4,22
FR,1968,3408938,4,22
FR,1968,3408969,4,22
FR,1968,3409098,4,22
FR,1968,3411103,4,22
FR,1968,3411250,4,22
FR,1968,3411752,4,22
FR,1968,3411878,4,22
FR,1968,3412709,4,22
FR,1968,3412831,4,22
FR,1968,3413089,4,22
FR,1968,3413565,4,22
FR,1968,3413633,4,22
FR,1968,3414137,4,22
FR,1968,3414279,4,22
FR,1968,3414348,4,22
FR,1968,3414372,4,22
FR,1968,3414454,4,22
FR,1968,3414730,4,22
FR,1968,3414751,4,22
FR,1968,3415247,4,22
FR,1968,3415345,4,22
FR,1968,3415834,4,22
FR,1968,3416453,4,22
FR,1968,3417440,4,22
FR,1968,3417478,4,22
FR,1968,3417500,4,22
FR,1968,3417503,4,22
FR,1968,3417707,4,22
FR,1968,3418096,4,22
FR,1968,3419762,4,22
FR,1968,3361025,4,22
FR,1968,3361154,4,22
FR,1968,3361182,4,22
FR,1968,3362727,4,22
FR,1968,3362793,4,22
FR,1968,3363073,4,22
FR,1968,3363301,4,22
FR,1968,3364002,4,22
FR,1968,3364710,4,22
FR,1968,3364737,4,22
FR,1968,3365362,4,22
FR,1968,3365860,4,22
FR,1968,3368217,4,22
FR,1968,3368885,4,22
FR,1968,3369969,4,22
FR,1968,3371161,4,22
FR,1968,3371388,4,22
FR,1968,3371866,4,22
FR,1968,3372576,4,22
FR,1968,3373253,4,22
FR,1968,3373631,4,22
FR,1968,3374491,4,22
FR,1968,3374578,4,22
FR,1968,3375449,4,22
FR,1968,3376021,4,22
FR,1968,3376469,4,22
FR,1968,3378664,4,22
FR,1968,3378978,4,22
FR,1968,3379601,4,22
FR,1968,3379916,4,22
FR,1968,3380292,4,22
FR,1968,3381297,4,22
FR,1968,3381509,4,22
FR,1968,3381770,4,22
FR,1968,3381901,4,22
FR,1968,3382710,4,22
FR,1968,3382931,4,22
FR,1968,3383049,4,22
FR,1968,3384258,4,22
FR,1968,3384473,4,22
FR,1968,3385294,4,22
FR,1968,3385464,4,22
FR,1968,3385604,4,22
FR,1968,3386077,4,22
FR,1968,3386502,4,22
FR,1968,3386753,4,22
FR,1968,3386934,4,22
FR,1968,3387109,4,22
FR,1968,3387241,4,22
FR,1968,3387549,4,22
FR,1968,3387789,4,22
FR,1968,3387945,4,22
FR,1968,3388130,4,22
FR,1968,3388588,4,22
FR,1968,3389548,4,22
FR,1968,3390640,4,22
FR,1968,3391761,4,22
FR,1968,3392127,4,22
FR,1968,3392570,4,22
FR,1968,3393383,4,22
FR,1968,3393819,4,22
FR,1968,3394692,4,22
FR,1968,3394967,4,22
FR,1968,3395072,4,22
FR,1968,3396088,4,22
FR,1968,3398027,4,22
FR,1968,3398537,4,22
FR,1968,3399273,4,22
FR,1968,3401949,4,22
FR,1968,3402326,4,22
FR,1968,3402515,4,22
FR,1968,3402607,4,22
FR,1968,3402789,4,22
FR,1968,3403567,3,23
FR,1968,3403750,3,23
FR,1968,3403762,3,23
FR,1968,3403923,3,23
FR,1968,3404099,3,23
FR,1968,3404201,3,23
FR,1968,3404491,3,23
FR,1968,3404979,3,23
FR,1968,3405050,3,23
FR,1968,3405219,3,23
FR,1968,3405565,3,23
FR,1968,3406056,3,23
FR,1968,3406543,3,23
FR,1968,3407426,3,23
FR,1968,3407848,3,23
FR,1968,3407892,3,23
FR,1968,3407930,3,23
FR,1968,3407959,3,23
FR,1968,3408159,3,23
FR,1968,3408528,3,23
FR,1968,3409024,3,23
FR,1968,3409066,3,23
FR,1968,3409427,3,23
FR,1968,3409504,3,23
FR,1968,3410144,3,23
FR,1968,3410218,3,23
FR,1968,3410378,3,23
FR,1968,3410681,3,23
FR,1968,3411400,3,23
FR,1968,3411684,3,23
FR,1968,3411876,3,23
FR,1968,3412507,3,23
FR,1968,3413759,3,23
FR,1968,3413990,3,23
FR,1968,3414160,3,23
FR,1968,3414322,3,23
FR,1968,3414447,3,23
FR,1968,3414494,3,23
FR,1968,3414726,3,23
FR,1968,3415003,3,23
FR,1968,3415985,3,23
FR,1968,3416066,3,23
FR,1968,3416474,3,23
FR,1968,3416555,3,23
FR,1968,3417098,3,23
FR,1968,3417460,3,23
FR,1968,3417608,3,23
FR,1968,3360845,3,23
FR,1968,3361295,3,23
FR,1968,3361473,3,23
FR,1968,3362075,3,23
FR,1968,3362262,3,23
FR,1968,3363953,3,23
FR,1968,3365015,3,23
FR,1968,3365757,3,23
FR,1968,3366512,3,23
FR,1968,3366674,3,23
FR,1968,3366939,3,23
FR,1968,3367148,3,23
FR,1968,3367260,3,23
FR,1968,3367836,3,23
FR,1968,3368041,3,23
FR,1968,3368186,3,23
FR,1968,3368274,3,23
FR,1968,3368632,3,23
FR,1968,3368948,3,23
FR,1968,3369096,3,23
FR,1968,3369186,3,23
FR,1968,3371072,3,23
FR,1968,3371533,3,23
FR,1968,3372219,3,23
FR,1968,3372316,3,23
FR,1968,3373308,3,23
FR,1968,3373382,3,23
FR,1968,3373536,3,23
FR,1968,3374055,3,23
FR,1968,3374389,3,23
FR,1968,3374621,3,23
FR,1968,3374714,3,23
FR,1968,3374833,3,23
FR,1968,3374904,3,23
FR,1968,3375202,3,23
FR,1968,3375590,3,23
FR,1968,3376029,3,23
FR,1968,3376447,3,23
FR,1968,3377508,3,23
FR,1968,3377846,3,23
FR,1968,3378118,3,23
FR,1968,3378849,3,23
FR,1968,3379072,3,23
FR,1968,3379099,3,23
FR,1968,3379185,3,23
FR,1968,3379366,3,23
FR,1968,3380663,3,23
FR,1968,3380750,3,23
FR,1968,3380872,3,23
FR,1968,3380933,3,23
FR,1968,3381051,3,23
FR,1968,3381520,3,23
FR,1968,3381541,3,23
FR,1968,3381830,3,23
FR,1968,3381854,3,23
FR,1968,3382650,3,23
FR,1968,3382945,3,23
FR,1968,3383141,3,23
FR,1968,3383688,3,23
FR,1968,3383762,3,23
FR,1968,3384548,3,23
FR,1968,3384615,3,23
FR,1968,3384990,3,23
FR,1968,3385213,3,23
FR,1968,3385521,3,23
FR,1968,3385641,3,23
FR,1968,3386422,3,23
FR,1968,3386809,3,23
FR,1968,3386919,3,23
FR,1968,3387003,3,23
FR,1968,3387506,3,23
FR,1968,3387507,3,23
FR,1968,3387856,3,23
FR,1968,3389766,3,23
FR,1968,3389908,3,23
FR,1968,3390564,3,23
FR,1968,3390963,3,23
FR,1968,3392258,3,23
FR,1968,3392300,3,23
FR,1968,3392538,3,23
FR,1968,3394294,3,23
FR,1968,3394553,3,23
FR,1968,3394615,3,23
FR,1968,3395846,3,23
FR,1968,3395967,3,23
FR,1968,3396063,3,23
FR,1968,3396984,3,23
FR,1968,3397133,3,23
FR,1968,3397142,3,23
FR,1968,3397341,3,23
FR,1968,3397528,3,23
FR,1968,3400803,3,23
FR,1968,3401582,3,23
FR,1968,3401701,3,23
FR,1968,3402332,3,23
FR,1968,3402602,3,23
FR,1968,3402743,3,23
FR,1968,3403159,2,24
FR,1968,3403444,2,24
FR,1968,3403587,2,24
FR,1968,3403785,2,24
FR,1968,3403817,2,24
FR,1968,3403944,2,24
FR,1968,3404166,2,24
FR,1968,3404332,2,24
FR,1968,3405028,2,24
FR,1968,3405041,2,24
FR,1968,3405901,2,24
FR,1968,3406365,2,24
FR,1968,3406398,2,24
FR,1968,3406536,2,24
FR,1968,3407651,2,24
FR,1968,3407707,2,24
FR,1968,3407839,2,24
FR,1968,3407929,2,24
FR,1968,3408327,2,24
FR,1968,3408519,2,24
FR,1968,3408640,2,24
FR,1968,3409268,2,24
FR,1968,3409423,2,24
FR,1968,3410642,2,24
FR,1968,3411019,2,24
FR,1968,3411026,2,24
FR,1968,3411190,2,24
FR,1968,3411660,2,24
FR,1968,3411834,2,24
FR,1968,3412586,2,24
FR,1968,3413073,2,24
FR,1968,3413739,2,24
FR,1968,3413947,2,24
FR,1968,3414075,2,24
FR,1968,3414153,2,24
FR,1968,3414333,2,24
FR,1968,3414364,2,24
FR,1968,3414401,2,24
FR,1968,3414464,2,24
FR,1968,3415535,2,24
FR,1968,3415841,2,24
FR,1968,3416013,2,24
FR,1968,3416171,2,24
FR,1968,3416891,2,24
FR,1968,3417120,2,24
FR,1968,3417292,2,24
FR,1968,3417436,2,24
FR,1968,3417777,2,24
FR,1968,3417780,2,24
FR,1968,3417801,2,24
FR,1968,3418603,2,24
FR,1968,3418827,2,24
FR,1968,3419769,2,24
FR,1968,3419803,2,24
FR,1968,3361366,2,24
FR,1968,3361953,2,24
FR,1968,3362163,2,24
FR,1968,3362202,2,24
FR,1968,3362431,2,24
FR,1968,3362781,2,24
FR,1968,3363081,2,24
FR,1968,3363188,2,24
FR,1968,3363634,2,24
FR,1968,3364422,2,24
FR,1968,3365079,2,24
FR,1968,3365245,2,24
FR,1968,3365270,2,24
FR,1968,3365286,2,24
FR,1968,3365442,2,24
FR,1968,3365479,2,24
FR,1968,3365541,2,24
FR,1968,3365555,2,24
FR,1968,3365697,2,24
FR,1968,3365713,2,24
FR,1968,3365943,2,24
FR,1968,3366189,2,24
FR,1968,3366245,2,24
FR,1968,3366254,2,24
FR,1968,3366547,2,24
FR,1968,3366925,2,24
FR,1968,3367108,2,24
FR,1968,3368089,2,24
FR,1968,3368155,2,24
FR,1968,3368272,2,24
FR,1968,3368743,2,24
FR,1968,3369156,2,24
FR,1968,3369448,2,24
FR,1968,3369955,2,24
FR,1968,3369977,2,24
FR,1968,3370066,2,24
FR,1968,3370138,2,24
FR,1968,3370230,2,24
FR,1968,3370339,2,24
FR,1968,3370656,2,24
FR,1968,3370837,2,24
FR,1968,3371342,2,24
FR,1968,3371477,2,24
FR,1968,3371738,2,24
FR,1968,3372162,2,24
FR,1968,3372293,2,24
FR,1968,3372390,2,24
FR,1968,3372433,2,24
FR,1968,3372448,2,24
FR,1968,3372888,2,24
FR,1968,3372954,2,24
FR,1968,3373206,2,24
FR,1968,3374001,2,24
FR,1968,3374025,2,24
FR,1968,3374127,2,24
FR,1968,3374676,2,24
FR,1968,3374828,2,24
FR,1968,3374848,2,24
FR,1968,3374867,2,24
FR,1968,3375445,2,24
FR,1968,3375461,2,24
FR,1968,3375599,2,24
FR,1968,3375802,2,24
FR,1968,3375909,2,24
FR,1968,3376195,2,24
FR,1968,3376401,2,24
FR,1968,3376535,2,24
FR,1968,3376619,2,24
FR,1968,3376789,2,24
FR,1968,3376822,2,24
FR,1968,3377359,2,24
FR,1968,3377791,2,24
FR,1968,3378147,2,24
FR,1968,3378340,2,24
FR,1968,3378460,2,24
FR,1968,3378714,2,24
FR,1968,3378935,2,24
FR,1968,3379465,2,24
FR,1968,3379941,2,24
FR,1968,3380052,2,24
FR,1968,3380188,2,24
FR,1968,3380337,2,24
FR,1968,3380769,2,24
FR,1968,3380839,2,24
FR,1968,3380988,2,24
FR,1968,3381361,2,24
FR,1968,3381583,2,24
FR,1968,3381777,2,24
FR,1968,3381842,2,24
FR,1968,3382130,2,24
FR,1968,3382573,2,24
FR,1968,3382719,2,24
FR,1968,3382849,2,24
FR,1968,3382956,2,24
FR,1968,3383177,2,24
FR,1968,3383781,2,24
FR,1968,3383883,2,24
FR,1968,3384432,2,24
FR,1968,3385509,2,24
FR,1968,3386451,2,24
FR,1968,3386854,2,24
FR,1968,3387059,2,24
FR,1968,3387062,2,24
FR,1968,3387234,2,24
FR,1968,3387773,2,24
FR,1968,3388049,2,24
FR,1968,3388281,2,24
FR,1968,3389061,2,24
FR,1968,3389439,2,24
FR,1968,3389590,2,24
FR,1968,3389612,2,24
FR,1968,3389698,2,24
FR,1968,3389847,2,24
FR,1968,3389886,2,24
FR,1968,3390186,2,24
FR,1968,3391186,2,24
FR,1968,3391560,2,24
FR,1968,3391590,2,24
FR,1968,3392116,2,24
FR,1968,3392356,2,24
FR,1968,3392866,2,24
FR,1968,3393094,2,24
FR,1968,3393336,2,24
FR,1968,3394034,2,24
FR,1968,3394082,2,24
FR,1968,3394205,2,24
FR,1968,3394607,2,24
FR,1968,3395391,2,24
FR,1968,3395424,2,24
FR,1968,3395505,2,24
FR,1968,3395542,2,24
FR,1968,3395646,2,24
FR,1968,3396011,2,24
FR,1968,3396257,2,24
FR,1968,3396277,2,24
FR,1968,3396540,2,24
FR,1968,3396548,2,24
FR,1968,3396629,2,24
FR,1968,3396835,2,24
FR,1968,3396859,2,24
FR,1968,3397332,2,24
FR,1968,3397370,2,24
FR,1968,3397591,2,24
FR,1968,3397951,2,24
FR,1968,3397955,2,24
FR,1968,3398117,2,24
FR,1968,3398118,2,24
FR,1968,3398160,2,24
FR,1968,3398486,2,24
FR,1968,3398616,2,24
FR,1968,3399030,2,24
FR,1968,3399624,2,24
FR,1968,3400282,2,24
FR,1968,3400567,2,24
FR,1968,3400759,2,24
FR,1968,3401296,2,24
FR,1968,3402740,2,24
FR,1968,3402892,1,25
FR,1968,3403326,1,25
FR,1968,3403472,1,25
FR,1968,3403574,1,25
FR,1968,3403705,1,25
FR,1968,3403870,1,25
FR,1968,3403871,1,25
FR,1968,3403921,1,25
FR,1968,3403986,1,25
FR,1968,3404101,1,25
FR,1968,3404179,1,25
FR,1968,3404365,1,25
FR,1968,3404632,1,25
FR,1968,3404653,1,25
FR,1968,3404940,1,25
FR,1968,3405181,1,25
FR,1968,3405469,1,25
FR,1968,3405473,1,25
FR,1968,3405774,1,25
FR,1968,3405816,1,25
FR,1968,3405879,1,25
FR,1968,3405891,1,25
FR,1968,3406007,1,25
FR,1968,3406098,1,25
FR,1968,3406157,1,25
FR,1968,3406266,1,25
FR,1968,3406354,1,25
FR,1968,3406396,1,25
FR,1968,3406540,1,25
FR,1968,3406730,1,25
FR,1968,3407361,1,25
FR,1968,3407566,1,25
FR,1968,3407656,1,25
FR,1968,3407743,1,25
FR,1968,3408368,1,25
FR,1968,3408863,1,25
FR,1968,3408997,1,25
FR,1968,3409133,1,25
FR,1968,3409588,1,25
FR,1968,3409856,1,25
FR,1968,3409940,1,25
FR,1968,3410176,1,25
FR,1968,3410307,1,25
FR,1968,3410404,1,25
FR,1968,3410442,1,25
FR,1968,3410493,1,25
FR,1968,3410608,1,25
FR,1968,3410609,1,25
FR,1968,3410612,1,25
FR,1968,3410758,1,25
FR,1968,3410786,1,25
FR,1968,3410863,1,25
FR,1968,3411074,1,25
FR,1968,3411116,1,25
FR,1968,3411568,1,25
FR,1968,3411587,1,25
FR,1968,3411851,1,25
FR,1968,3411914,1,25
FR,1968,3412250,1,25
FR,1968,3412807,1,25
FR,1968,3413107,1,25
FR,1968,3413273,1,25
FR,1968,3413361,1,25
FR,1968,3413469,1,25
FR,1968,3413542,1,25
FR,1968,3413693,1,25
FR,1968,3413837,1,25
FR,1968,3414132,1,25
FR,1968,3414234,1,25
FR,1968,3414319,1,25
FR,1968,3414335,1,25
FR,1968,3414544,1,25
FR,1968,3414561,1,25
FR,1968,3414614,1,25
FR,1968,3414662,1,25
FR,1968,3414745,1,25
FR,1968,3414812,1,25
FR,1968,3414966,1,25
FR,1968,3415099,1,25
FR,1968,3415422,1,25
FR,1968,3415688,1,25
FR,1968,3415934,1,25
FR,1968,3416366,1,25
FR,1968,3416573,1,25
FR,1968,3416881,1,25
FR,1968,3417075,1,25
FR,1968,3417280,1,25
FR,1968,3417757,1,25
FR,1968,3417841,1,25
FR,1968,3418416,1,25
FR,1968,3418501,1,25
FR,1968,3419110,1,25
FR,1968,3419152,1,25
FR,1968,3419381,1,25
FR,1968,3419396,1,25
FR,1968,3419496,1,25
FR,1968,3419833,1,25
FR,1968,3419846,1,25
FR,1968,3361171,1,25
FR,1968,3361804,1,25
FR,1968,3362174,1,25
FR,1968,3362385,1,25
FR,1968,3362486,1,25
FR,1968,3362936,1,25
FR,1968,3363128,1,25
FR,1968,3363397,1,25
FR,1968,3363403,1,25
FR,1968,3363473,1,25
FR,1968,3363609,1,25
FR,1968,3363780,1,25
FR,1968,3364122,1,25
FR,1968,3364183,1,25
FR,1968,3364308,1,25
FR,1968,3364353,1,25
FR,1968,3364660,1,25
FR,1968,3364847,1,25
FR,1968,3364862,1,25
FR,1968,3364979,1,25
FR,1968,3364992,1,25
FR,1968,3365165,1,25
FR,1968,3365436,1,25
FR,1968,3365487,1,25
FR,1968,3365848,1,25
FR,1968,3365934,1,25
FR,1968,3366162,1,25
FR,1968,3366348,1,25
FR,1968,3366423,1,25
FR,1968,3366533,1,25
FR,1968,3366746,1,25
FR,1968,3366767,1,25
FR,1968,3366782,1,25
FR,1968,3366810,1,25
FR,1968,3367229,1,25
FR,1968,3367247,1,25
FR,1968,3367383,1,25
FR,1968,3367590,1,25
FR,1968,3367670,1,25
FR,1968,3368060,1,25
FR,1968,3368127,1,25
FR,1968,3368194,1,25
FR,1968,3368413,1,25
FR,1968,3368641,1,25
FR,1968,3368651,1,25
FR,1968,3369134,1,25
FR,1968,3369255,1,25
FR,1968,3369452,1,25
FR,1968,3369623,1,25
FR,1968,3369748,1,25
FR,1968,3369914,1,25
FR,1968,3369974,1,25
FR,1968,3370231,1,25
FR,1968,3370539,1,25
FR,1968,3370940,1,25
FR,1968,3371091,1,25
FR,1968,3371178,1,25
FR,1968,3371382,1,25
FR,1968,3371401,1,25
FR,1968,3371684,1,25
FR,1968,3371754,1,25
FR,1968,3372106,1,25
FR,1968,3372223,1,25
FR,1968,3373498,1,25
FR,1968,3373616,1,25
FR,1968,3373847,1,25
FR,1968,3374147,1,25
FR,1968,3374220,1,25
FR,1968,3374645,1,25
FR,1968,3374693,1,25
FR,1968,3374872,1,25
FR,1968,3375153,1,25
FR,1968,3375165,1,25
FR,1968,3375248,1,25
FR,1968,3375401,1,25
FR,1968,3375443,1,25
FR,1968,3376174,1,25
FR,1968,3376373,1,25
FR,1968,3376726,1,25
FR,1968,3377486,1,25
FR,1968,3377536,1,25
FR,1968,3377563,1,25
FR,1968,3377596,1,25
FR,1968,3377858,1,25
FR,1968,3377995,1,25
FR,1968,3378032,1,25
FR,1968,3378377,1,25
FR,1968,3379328,1,25
FR,1968,3379479,1,25
FR,1968,3379881,1,25
FR,1968,3379905,1,25
FR,1968,3379984,1,25
FR,1968,3379993,1,25
FR,1968,3380157,1,25
FR,1968,3380270,1,25
FR,1968,3380465,1,25
